tanggal,pm10,so2,co,o3,no2,max,critical,categori,lokasi_spku
2011-02-14,62,12,39,49,18,62,PM10,SEDANG,DKI4
2011-02-15,55,15,53,52,20,55,PM10,SEDANG,DKI4
2011-02-16,65,16,39,47,22,65,PM10,SEDANG,DKI4
2011-02-17,59,22,33,61,18,61,O3,SEDANG,DKI3
2011-02-18,59,18,24,58,17,59,PM10,SEDANG,DKI4
2011-02-19,59,21,33,45,21,59,PM10,SEDANG,DKI4
2011-02-20,53,17,24,46,17,53,PM10,SEDANG,DKI4
2011-02-21,55,16,22,56,17,56,O3,SEDANG,DKI3
2011-02-22,68,15,47,52,19,68,PM10,SEDANG,DKI4
2011-02-23,63,15,27,59,17,63,PM10,SEDANG,DKI4
2011-02-24,47,6,23,47,19,47,PM10,BAIK,DKI4
2011-02-25,61,9,23,42,18,61,PM10,SEDANG,DKI4
2011-02-26,62,14,24,44,18,62,PM10,SEDANG,DKI4
2011-02-27,55,15,38,27,22,55,PM10,SEDANG,DKI4
2011-02-28,52,16,33,22,16,52,PM10,SEDANG,DKI4
2011-03-01,40,14,26,42,8,42,O3,BAIK,DKI2
2011-03-02,40,15,21,34,8,40,PM10,BAIK,DKI4
2011-03-03,53,16,22,36,9,53,PM10,SEDANG,DKI4
2011-03-04,51,18,27,42,13,51,PM10,SEDANG,DKI4
2011-03-05,40,17,35,35,13,40,PM10,BAIK,DKI4
2011-03-06,51,14,24,31,10,51,PM10,SEDANG,DKI4
2011-03-07,54,14,17,30,11,54,PM10,SEDANG,DKI4
2011-03-08,43,14,20,33,9,43,PM10,BAIK,DKI4
2011-03-09,51,17,25,47,17,51,PM10,SEDANG,DKI4
2011-03-10,54,17,26,43,17,54,PM10,SEDANG,DKI4
2011-03-11,58,15,24,52,11,58,PM10,SEDANG,DKI4
2011-03-12,54,17,26,60,28,60,O3,SEDANG,DKI2
2011-03-13,67,17,25,47,15,67,PM10,SEDANG,DKI4
2011-03-14,68,15,47,31,17,68,PM10,SEDANG,DKI4
2011-03-15,71,16,25,72,17,72,O3,SEDANG,DKI2
2011-03-16,59,19,35,96,18,96,O3,SEDANG,DKI2
2011-03-17,67,19,54,111,21,111,O3,TIDAK SEHAT,DKI3
2011-03-18,87,22,33,79,20,87,PM10,SEDANG,DKI4
2011-03-19,78,17,29,76,23,78,PM10,SEDANG,DKI4
2011-03-20,61,15,32,83,23,83,O3,SEDANG,DKI3
2011-03-21,52,13,20,38,11,52,PM10,SEDANG,DKI4
2011-03-22,52,15,22,33,9,52,PM10,SEDANG,DKI4
2011-03-23,51,15,22,26,9,51,PM10,SEDANG,DKI4
2011-03-24,47,14,18,26,8,47,PM10,BAIK,DKI4
2011-03-25,47,14,22,35,14,47,PM10,BAIK,DKI4
2011-03-26,51,13,22,38,8,51,PM10,SEDANG,DKI4
2011-03-27,55,13,19,33,15,55,PM10,SEDANG,DKI4
2011-03-28,44,13,15,29,13,44,PM10,BAIK,DKI4
2011-03-29,45,13,16,25,8,45,PM10,BAIK,DKI4
2011-03-30,49,14,19,28,8,49,PM10,BAIK,DKI4
2011-03-31,42,14,21,24,7,42,PM10,BAIK,DKI4
2011-04-01,45,14,20,21,8,45,PM10,BAIK,DKI4
2011-04-02,48,15,24,26,6,48,PM10,BAIK,DKI4
2011-04-03,52,14,13,28,7,52,PM10,SEDANG,DKI4
2011-04-04,50,15,23,39,12,50,PM10,BAIK,DKI4
2011-04-05,59,14,21,42,15,59,PM10,SEDANG,DKI4
2011-04-06,52,14,19,38,8,52,PM10,SEDANG,DKI4
2011-04-07,57,15,20,36,12,57,PM10,SEDANG,DKI4
2011-04-08,55,18,24,44,15,55,PM10,SEDANG,DKI4
2011-04-09,50,21,33,44,14,50,PM10,BAIK,DKI1
2011-04-10,39,16,23,49,19,49,O3,BAIK,DKI2
2011-04-11,40,17,30,44,23,44,O3,BAIK,DKI4
2011-04-12,72,22,35,90,19,90,O3,SEDANG,DKI2
2011-04-13,80,23,32,116,25,116,O3,TIDAK SEHAT,DKI3
2011-04-14,65,22,35,74,26,74,O3,SEDANG,DKI2
2011-04-15,65,23,36,122,23,122,O3,TIDAK SEHAT,DKI3
2011-04-16,84,18,29,171,34,171,O3,TIDAK SEHAT,DKI3
2011-04-17,77,14,51,126,19,126,O3,TIDAK SEHAT,DKI2
2011-04-18,64,15,29,124,26,124,O3,TIDAK SEHAT,DKI3
2011-04-19,65,17,38,128,29,128,O3,TIDAK SEHAT,DKI3
2011-04-20,77,23,30,89,19,89,O3,SEDANG,DKI2
2011-04-21,62,19,33,94,27,94,O3,SEDANG,DKI4
2011-04-22,66,16,26,125,22,125,O3,TIDAK SEHAT,DKI1
2011-04-23,62,15,18,127,22,127,O3,TIDAK SEHAT,DKI2
2011-04-24,64,15,27,83,16,83,O3,SEDANG,DKI1
2011-04-25,65,17,39,70,16,70,O3,SEDANG,DKI1
2011-04-26,71,24,27,62,15,71,PM10,SEDANG,DKI4
2011-04-27,68,25,43,71,22,71,O3,SEDANG,DKI1
2011-04-28,62,18,32,69,15,69,O3,SEDANG,DKI3
2011-04-29,77,19,27,76,20,77,PM10,SEDANG,DKI4
2011-04-30,74,19,42,78,23,78,O3,SEDANG,DKI1
2011-05-01,71,18,54,88,31,88,O3,SEDANG,DKI1
2011-05-02,61,19,35,98,29,98,O3,SEDANG,DKI4
2011-05-03,69,22,31,69,28,69,PM10,SEDANG,DKI1
2011-05-04,63,18,26,47,17,63,PM10,SEDANG,DKI4
2011-05-05,76,17,28,63,20,76,PM10,SEDANG,DKI4
2011-05-06,58,22,36,65,23,65,O3,SEDANG,DKI2
2011-05-07,63,22,38,66,14,66,O3,SEDANG,DKI4
2011-05-08,56,15,42,50,13,56,PM10,SEDANG,DKI4
2011-05-09,51,9,20,153,27,153,O3,TIDAK SEHAT,DKI4
2011-05-10,78,20,29,137,24,137,O3,TIDAK SEHAT,DKI3
2011-05-11,79,19,30,92,29,92,O3,SEDANG,DKI3
2011-05-12,84,19,32,82,20,84,PM10,SEDANG,DKI4
2011-05-13,59,18,35,87,18,87,O3,SEDANG,DKI1
2011-05-14,66,17,37,84,27,84,O3,SEDANG,DKI3
2011-05-15,66,16,31,99,20,99,O3,SEDANG,DKI3
2011-05-16,61,17,30,139,27,139,O3,TIDAK SEHAT,DKI3
2011-05-17,63,23,30,133,21,133,O3,TIDAK SEHAT,DKI3
2011-05-18,69,18,34,85,19,85,O3,SEDANG,DKI4
2011-05-19,89,20,43,88,22,89,PM10,SEDANG,DKI4
2011-05-20,68,20,36,107,19,107,O3,TIDAK SEHAT,DKI3
2011-05-21,70,15,34,82,26,82,O3,SEDANG,DKI3
2011-05-22,84,11,38,78,11,84,PM10,SEDANG,DKI4
2011-05-23,75,15,32,140,30,140,O3,TIDAK SEHAT,DKI3
2011-05-24,68,19,34,96,19,96,O3,SEDANG,DKI3
2011-05-25,64,21,37,113,22,113,O3,TIDAK SEHAT,DKI3
2011-05-26,66,19,40,114,25,114,O3,TIDAK SEHAT,DKI3
2011-05-27,72,21,37,95,18,95,O3,SEDANG,DKI3
2011-05-28,86,21,35,111,17,111,O3,TIDAK SEHAT,DKI3
2011-05-29,97,23,31,107,17,107,O3,TIDAK SEHAT,DKI3
2011-05-30,92,20,32,98,21,98,O3,SEDANG,DKI3
2011-05-31,81,21,35,93,26,93,O3,SEDANG,DKI2
2011-06-01,91,21,70,82,23,91,PM10,SEDANG,DKI4
2011-06-02,68,17,25,65,13,68,PM10,SEDANG,DKI4
2011-06-03,65,19,18,50,10,65,PM10,SEDANG,DKI4
2011-06-04,73,21,17,56,11,73,PM10,SEDANG,DKI4
2011-06-05,77,17,28,54,15,77,PM10,SEDANG,DKI4
2011-06-06,70,17,37,81,21,81,O3,SEDANG,DKI4
2011-06-07,66,15,41,92,20,92,O3,SEDANG,DKI3
2011-06-08,90,20,35,85,31,90,PM10,SEDANG,DKI4
2011-06-09,82,15,37,121,27,121,O3,TIDAK SEHAT,DKI3
2011-06-10,71,18,32,93,19,93,O3,SEDANG,DKI3
2011-06-11,65,22,39,94,20,94,O3,SEDANG,DKI3
2011-06-12,93,21,29,84,25,93,PM10,SEDANG,DKI4
2011-06-13,63,18,29,91,20,91,O3,SEDANG,DKI3
2011-06-14,88,23,27,93,20,93,O3,SEDANG,DKI4
2011-06-15,104,23,41,137,23,137,O3,TIDAK SEHAT,DKI2
2011-06-16,110,23,35,103,19,110,PM10,TIDAK SEHAT,DKI4
2011-06-17,105,20,34,81,24,105,PM10,TIDAK SEHAT,DKI4
2011-06-18,85,15,24,128,20,128,O3,TIDAK SEHAT,DKI3
2011-06-19,108,12,29,119,25,119,O3,TIDAK SEHAT,DKI3
2011-06-20,109,13,32,88,27,109,PM10,TIDAK SEHAT,DKI4
2011-06-21,97,19,30,82,26,97,PM10,SEDANG,DKI4
2011-06-22,112,22,29,92,21,112,PM10,TIDAK SEHAT,DKI4
2011-06-23,109,13,29,94,39,109,PM10,TIDAK SEHAT,DKI4
2011-06-24,107,16,29,85,16,107,PM10,TIDAK SEHAT,DKI4
2011-06-25,87,11,27,79,13,87,PM10,SEDANG,DKI4
2011-06-26,103,12,19,73,13,103,PM10,TIDAK SEHAT,DKI4
2011-06-27,85,12,23,49,19,85,PM10,SEDANG,DKI4
2011-06-28,72,10,28,122,20,122,O3,TIDAK SEHAT,DKI2
2011-06-29,68,15,27,157,20,157,O3,TIDAK SEHAT,DKI3
2011-06-30,80,16,33,127,22,127,O3,TIDAK SEHAT,DKI2
2011-07-01,85,14,33,65,19,85,PM10,SEDANG,DKI4
2011-07-02,128,17,37,81,18,128,PM10,TIDAK SEHAT,DKI4
2011-07-03,94,14,25,90,14,94,PM10,SEDANG,DKI4
2011-07-04,89,13,24,75,15,89,PM10,SEDANG,DKI4
2011-07-05,93,21,35,90,19,93,PM10,SEDANG,DKI4
2011-07-06,61,18,27,80,17,80,O3,SEDANG,DKI3
2011-07-07,79,22,27,90,15,90,O3,SEDANG,DKI3
2011-07-08,80,20,25,88,15,88,O3,SEDANG,DKI3
2011-07-09,80,17,21,60,13,80,PM10,SEDANG,DKI4
2011-07-10,83,19,18,73,12,83,PM10,SEDANG,DKI4
2011-07-11,66,13,27,92,17,92,O3,SEDANG,DKI3
2011-07-12,92,20,30,78,17,92,PM10,SEDANG,DKI4
2011-07-13,74,20,28,82,13,82,O3,SEDANG,DKI3
2011-07-14,102,17,27,105,17,105,O3,TIDAK SEHAT,DKI3
2011-07-15,104,14,30,174,19,174,O3,TIDAK SEHAT,DKI2
2011-07-16,81,14,29,120,19,120,O3,TIDAK SEHAT,DKI3
2011-07-17,101,28,31,84,17,101,PM10,TIDAK SEHAT,DKI4
2011-07-18,122,18,35,84,26,122,PM10,TIDAK SEHAT,DKI4
2011-07-19,97,22,32,74,17,97,PM10,SEDANG,DKI4
2011-07-20,70,16,26,71,13,71,O3,SEDANG,DKI3
2011-07-21,107,21,23,63,12,107,PM10,TIDAK SEHAT,DKI4
2011-07-22,73,22,23,55,10,73,PM10,SEDANG,DKI4
2011-07-23,103,19,53,76,13,103,PM10,TIDAK SEHAT,DKI4
2011-07-24,116,16,25,107,15,116,PM10,TIDAK SEHAT,DKI4
2011-07-25,83,13,30,127,22,127,O3,TIDAK SEHAT,DKI3
2011-07-26,86,22,32,104,18,104,O3,TIDAK SEHAT,DKI3
2011-07-27,100,24,25,82,18,100,PM10,SEDANG,DKI4
2011-07-28,103,16,29,113,18,113,O3,TIDAK SEHAT,DKI3
2011-07-29,70,16,27,136,24,136,O3,TIDAK SEHAT,DKI2
2011-07-30,87,15,27,129,23,129,O3,TIDAK SEHAT,DKI2
2011-07-31,96,14,23,73,19,96,PM10,SEDANG,DKI4
2011-08-01,110,20,23,67,16,110,PM10,TIDAK SEHAT,DKI4
2011-08-02,95,17,25,69,15,95,PM10,SEDANG,DKI4
2011-08-03,110,15,28,165,20,165,O3,TIDAK SEHAT,DKI2
2011-08-04,71,12,27,117,26,117,O3,TIDAK SEHAT,DKI3
2011-08-05,89,16,29,168,22,168,O3,TIDAK SEHAT,DKI2
2011-08-06,119,16,27,105,16,119,PM10,TIDAK SEHAT,DKI4
2011-08-07,115,16,37,82,13,115,PM10,TIDAK SEHAT,DKI4
2011-08-08,134,14,24,91,15,134,PM10,TIDAK SEHAT,DKI4
2011-08-09,118,17,23,107,14,118,PM10,TIDAK SEHAT,DKI4
2011-08-10,127,15,25,138,16,138,O3,TIDAK SEHAT,DKI3
2011-08-11,127,11,24,110,16,127,PM10,TIDAK SEHAT,DKI4
2011-08-12,86,14,13,92,13,92,O3,SEDANG,DKI3
2011-08-13,95,12,19,91,13,95,PM10,SEDANG,DKI4
2011-08-14,110,13,20,77,15,110,PM10,TIDAK SEHAT,DKI4
2011-08-15,69,16,33,87,19,87,O3,SEDANG,DKI3
2011-08-16,100,13,29,76,17,100,PM10,SEDANG,DKI4
2011-08-17,136,13,22,83,15,136,PM10,TIDAK SEHAT,DKI4
2011-08-18,171,16,42,101,22,171,PM10,TIDAK SEHAT,DKI4
2011-08-19,138,11,30,78,14,138,PM10,TIDAK SEHAT,DKI4
2011-08-20,100,15,20,65,17,100,PM10,SEDANG,DKI4
2011-08-21,113,15,21,77,13,113,PM10,TIDAK SEHAT,DKI4
2011-08-22,146,17,28,124,22,146,PM10,TIDAK SEHAT,DKI4
2011-08-23,126,17,29,101,16,126,PM10,TIDAK SEHAT,DKI4
2011-08-24,105,17,29,92,18,105,PM10,TIDAK SEHAT,DKI4
2011-08-25,83,19,28,152,18,152,O3,TIDAK SEHAT,DKI2
2011-08-26,110,17,27,148,18,148,O3,TIDAK SEHAT,DKI3
2011-08-27,126,14,34,79,13,126,PM10,TIDAK SEHAT,DKI4
2011-08-28,116,13,30,75,13,116,PM10,TIDAK SEHAT,DKI4
2011-08-29,98,12,23,66,11,98,PM10,SEDANG,DKI4
2011-08-30,86,12,21,93,11,93,O3,SEDANG,DKI2
2011-08-31,83,14,36,95,14,95,O3,SEDANG,DKI2
2011-09-01,68,10,13,97,14,97,O3,SEDANG,DKI2
2011-09-02,92,11,25,76,10,92,PM10,SEDANG,DKI4
2011-09-03,79,9,12,102,11,102,O3,TIDAK SEHAT,DKI3
2011-09-04,94,11,17,98,14,98,O3,SEDANG,DKI3
2011-09-05,154,12,28,79,14,154,PM10,TIDAK SEHAT,DKI4
2011-09-06,112,12,22,71,13,112,PM10,TIDAK SEHAT,DKI4
2011-09-07,120,14,25,89,15,120,PM10,TIDAK SEHAT,DKI4
2011-09-08,92,16,28,159,16,159,O3,TIDAK SEHAT,DKI2
2011-09-09,120,14,25,136,22,136,O3,TIDAK SEHAT,DKI3
2011-09-10,94,13,22,117,16,117,O3,TIDAK SEHAT,DKI2
2011-09-11,98,11,17,99,16,99,O3,SEDANG,DKI3
2011-09-12,122,14,27,86,16,122,PM10,TIDAK SEHAT,DKI4
2011-09-13,113,15,28,141,22,141,O3,TIDAK SEHAT,DKI3
2011-09-14,88,14,25,70,12,88,PM10,SEDANG,DKI4
2011-09-15,108,19,26,82,17,108,PM10,TIDAK SEHAT,DKI4
2011-09-16,94,13,34,89,20,94,PM10,SEDANG,DKI4
2011-09-17,100,11,30,89,19,100,PM10,SEDANG,DKI4
2011-09-18,148,12,26,87,16,148,PM10,TIDAK SEHAT,DKI4
2011-09-19,87,15,31,104,22,104,O3,TIDAK SEHAT,DKI2
2011-09-20,81,16,31,125,23,125,O3,TIDAK SEHAT,DKI2
2011-09-21,95,19,52,130,19,130,O3,TIDAK SEHAT,DKI3
2011-09-22,76,19,29,177,30,177,O3,TIDAK SEHAT,DKI3
2011-09-23,92,26,28,201,22,201,O3,SANGAT TIDAK SEHAT,DKI2
2011-09-24,88,19,25,138,22,138,O3,TIDAK SEHAT,DKI3
2011-09-25,92,16,20,102,16,102,O3,TIDAK SEHAT,DKI3
2011-09-26,80,25,24,147,18,147,O3,TIDAK SEHAT,DKI2
2011-09-27,78,26,27,119,28,119,O3,TIDAK SEHAT,DKI2
2011-09-28,91,24,27,127,19,127,O3,TIDAK SEHAT,DKI3
2011-09-29,81,17,29,147,21,147,O3,TIDAK SEHAT,DKI3
2011-09-30,100,23,28,112,23,112,O3,TIDAK SEHAT,DKI3
2011-10-01,81,17,24,124,20,124,O3,TIDAK SEHAT,DKI4
2011-10-02,91,18,18,114,15,114,O3,TIDAK SEHAT,DKI3
2011-10-03,73,15,27,147,26,147,O3,TIDAK SEHAT,DKI2
2011-10-04,71,18,25,107,18,107,O3,TIDAK SEHAT,DKI3
2011-10-05,75,19,30,118,20,118,O3,TIDAK SEHAT,DKI2
2011-10-06,73,21,28,99,26,99,O3,SEDANG,DKI3
2011-10-07,92,21,29,120,17,120,O3,TIDAK SEHAT,DKI3
2011-10-08,74,19,26,61,14,74,PM10,SEDANG,DKI4
2011-10-09,113,23,31,110,19,113,PM10,TIDAK SEHAT,DKI4
2011-10-10,83,16,34,107,19,107,O3,TIDAK SEHAT,DKI1
2011-10-11,99,20,34,208,20,208,O3,SANGAT TIDAK SEHAT,DKI3
2011-10-12,93,23,33,205,29,205,O3,SANGAT TIDAK SEHAT,DKI3
2011-10-13,98,25,32,140,21,140,O3,TIDAK SEHAT,DKI3
2011-10-14,100,21,29,102,23,102,O3,TIDAK SEHAT,DKI3
2011-10-15,136,21,25,154,21,154,O3,TIDAK SEHAT,DKI3
2011-10-16,129,17,40,77,17,129,PM10,TIDAK SEHAT,DKI4
2011-10-17,76,16,27,78,14,78,O3,SEDANG,DKI3
2011-10-18,89,17,25,80,16,89,PM10,SEDANG,DKI4
2011-10-19,104,19,26,69,16,104,PM10,TIDAK SEHAT,DKI4
2011-10-20,73,17,32,120,20,120,O3,TIDAK SEHAT,DKI2
2011-10-21,131,21,35,126,18,131,PM10,TIDAK SEHAT,DKI4
2011-10-22,99,18,30,100,16,100,O3,SEDANG,DKI2
2011-10-23,89,18,26,140,16,140,O3,TIDAK SEHAT,DKI2
2011-10-24,82,17,22,77,11,82,PM10,SEDANG,DKI4
2011-10-25,107,19,36,93,15,107,PM10,TIDAK SEHAT,DKI4
2011-10-26,81,18,39,138,24,138,O3,TIDAK SEHAT,DKI2
2011-10-27,82,19,52,93,18,93,O3,SEDANG,DKI2
2011-10-28,88,14,30,83,15,88,PM10,SEDANG,DKI4
2011-10-29,79,15,41,87,16,87,O3,SEDANG,DKI2
2011-10-30,79,15,31,100,12,100,O3,SEDANG,DKI2
2011-10-31,84,18,32,154,19,154,O3,TIDAK SEHAT,DKI2
2011-11-01,69,15,42,109,20,109,O3,TIDAK SEHAT,DKI4
2011-11-02,92,19,30,89,17,92,PM10,SEDANG,DKI2
2011-11-03,64,14,32,78,18,78,O3,SEDANG,DKI3
2011-11-04,57,14,30,64,15,64,O3,SEDANG,DKI2
2011-11-05,57,19,21,106,31,106,O3,TIDAK SEHAT,DKI2
2011-11-06,51,14,21,71,15,71,O3,SEDANG,DKI2
2011-11-07,58,17,25,175,16,175,O3,TIDAK SEHAT,DKI2
2011-11-08,71,23,23,105,34,105,O3,TIDAK SEHAT,DKI4
2011-11-09,78,24,31,127,32,127,O3,TIDAK SEHAT,DKI3
2011-11-10,80,30,31,82,18,82,O3,SEDANG,DKI3
2011-11-11,73,20,37,79,18,79,O3,SEDANG,DKI2
2011-11-12,60,19,20,96,11,96,O3,SEDANG,DKI2
2011-11-13,70,17,33,94,17,94,O3,SEDANG,DKI2
2011-11-14,82,22,26,123,21,123,O3,TIDAK SEHAT,DKI2
2011-11-15,81,22,35,147,19,147,O3,TIDAK SEHAT,DKI2
2011-11-16,86,31,39,185,36,185,O3,TIDAK SEHAT,DKI2
2011-11-17,96,33,33,179,28,179,O3,TIDAK SEHAT,DKI2
2011-11-18,76,19,31,129,20,129,O3,TIDAK SEHAT,DKI2
2011-11-19,64,18,28,122,18,122,O3,TIDAK SEHAT,DKI3
2011-11-20,67,20,25,152,14,152,O3,TIDAK SEHAT,DKI3
2011-11-21,65,25,35,121,21,121,O3,TIDAK SEHAT,DKI2
2011-11-22,69,32,28,106,21,106,O3,TIDAK SEHAT,DKI2
2011-11-23,91,26,38,179,21,179,O3,TIDAK SEHAT,DKI2
2011-11-24,67,33,34,158,22,158,O3,TIDAK SEHAT,DKI2
2011-11-25,58,18,26,115,16,115,O3,TIDAK SEHAT,DKI2
2011-11-26,79,19,33,126,15,126,O3,TIDAK SEHAT,DKI2
2011-11-27,74,12,23,133,13,133,O3,TIDAK SEHAT,DKI2
2011-11-28,134,27,35,159,26,159,O3,TIDAK SEHAT,DKI2
2011-11-29,91,23,32,104,19,104,O3,TIDAK SEHAT,DKI2
2011-11-30,75,20,28,164,20,164,O3,TIDAK SEHAT,DKI2
2011-12-01,76,18,26,107,16,107,O3,TIDAK SEHAT,DKI2
2011-12-02,54,19,25,131,15,131,O3,TIDAK SEHAT,DKI2
2011-12-03,44,17,29,105,13,105,O3,TIDAK SEHAT,DKI2
2011-12-04,93,23,47,91,16,93,PM10,SEDANG,DKI4
2011-12-05,59,18,20,81,15,81,O3,SEDANG,DKI2
2011-12-06,66,24,37,85,18,85,O3,SEDANG,DKI2
2011-12-07,158,34,58,143,23,158,PM10,TIDAK SEHAT,DKI4
2011-12-08,83,25,37,171,22,171,O3,TIDAK SEHAT,DKI3
2011-12-09,89,22,32,171,30,171,O3,TIDAK SEHAT,DKI3
2011-12-10,82,25,48,100,25,100,O3,SEDANG,DKI2
2011-12-11,53,14,37,151,15,151,O3,TIDAK SEHAT,DKI2
2011-12-12,54,21,26,171,13,171,O3,TIDAK SEHAT,DKI2
2011-12-13,71,24,42,82,19,82,O3,SEDANG,DKI3
2011-12-14,66,21,37,106,17,106,O3,TIDAK SEHAT,DKI2
2011-12-15,53,17,23,117,12,117,O3,TIDAK SEHAT,DKI2
2011-12-16,43,20,22,41,10,43,PM10,BAIK,DKI4
2011-12-17,42,15,19,35,10,42,PM10,BAIK,DKI4
2011-12-18,41,13,17,27,9,41,PM10,BAIK,DKI4
2011-12-19,43,12,12,34,8,43,PM10,BAIK,DKI4
2011-12-20,44,7,20,30,6,44,PM10,BAIK,DKI4
2011-12-21,53,18,22,39,8,53,PM10,SEDANG,DKI4
2011-12-22,51,17,23,199,16,199,O3,TIDAK SEHAT,DKI2
2011-12-23,50,19,25,201,13,201,O3,SANGAT TIDAK SEHAT,DKI2
2011-12-24,63,21,69,206,10,206,O3,SANGAT TIDAK SEHAT,DKI2
2011-12-25,57,18,39,190,13,190,O3,TIDAK SEHAT,DKI2
2011-12-26,57,14,33,185,11,185,O3,TIDAK SEHAT,DKI1
2011-12-27,46,15,35,90,12,90,O3,SEDANG,DKI2
2011-12-28,60,21,32,101,15,101,O3,TIDAK SEHAT,DKI2
2011-12-29,58,28,29,76,14,76,O3,SEDANG,DKI2
2011-12-30,55,22,33,81,10,81,O3,SEDANG,DKI2
2011-12-31,37,19,22,81,9,81,O3,SEDANG,DKI2
2012-01-01,52,18,39,63,7,63,O3,SEDANG,DKI2
2012-01-02,49,22,28,55,11,55,O3,SEDANG,DKI2
2012-01-03,65,15,42,86,22,86,O3,SEDANG,DKI1
2012-01-04,69,20,55,97,20,97,O3,SEDANG,DKI1
2012-01-05,67,14,39,157,25,157,O3,TIDAK SEHAT,DKI2
2012-01-06,52,28,47,68,11,68,O3,SEDANG,DKI2
2012-01-07,61,20,54,73,13,73,O3,SEDANG,DKI2
2012-01-08,48,15,48,90,13,90,O3,SEDANG,DKI2
2012-01-09,60,16,63,72,21,72,O3,SEDANG,DKI1
2012-01-10,39,16,29,69,13,69,O3,SEDANG,DKI2
2012-01-11,42,16,31,75,14,75,O3,SEDANG,DKI2
2012-01-12,42,20,37,52,13,52,O3,SEDANG,DKI2
2012-01-13,40,19,27,55,13,55,O3,SEDANG,DKI2
2012-01-14,34,19,34,54,7,54,O3,SEDANG,DKI1
2012-01-15,39,18,20,89,10,89,O3,SEDANG,DKI2
2012-01-16,50,18,30,86,16,86,O3,SEDANG,DKI2
2012-01-17,65,30,33,94,23,94,O3,SEDANG,DKI2
2012-01-18,60,45,38,98,19,98,O3,SEDANG,DKI2
2012-01-19,60,22,43,65,16,65,O3,SEDANG,DKI2
2012-01-20,60,17,33,73,12,73,O3,SEDANG,DKI2
2012-01-21,57,25,29,90,21,90,O3,SEDANG,DKI1
2012-01-22,71,21,99,95,14,99,CO,SEDANG,DKI4
2012-01-23,44,17,15,78,10,78,O3,SEDANG,DKI2
2012-01-24,55,26,24,48,11,55,PM10,SEDANG,DKI4
2012-01-25,48,22,24,62,15,62,O3,SEDANG,DKI1
2012-01-26,54,23,30,81,11,81,O3,SEDANG,DKI2
2012-01-27,51,20,26,96,14,96,O3,SEDANG,DKI2
2012-01-28,44,24,26,85,17,85,O3,SEDANG,DKI1
2012-01-29,33,15,15,75,9,75,O3,SEDANG,DKI2
2012-01-30,40,21,29,130,10,130,O3,TIDAK SEHAT,DKI2
2012-01-31,31,18,29,61,12,61,O3,SEDANG,DKI2
2012-02-01,81,44,68,105,21,105,O3,TIDAK SEHAT,DKI2
2012-02-02,54,52,34,74,17,74,O3,SEDANG,DKI1
2012-02-03,55,31,44,59,14,59,O3,SEDANG,DKI1
2012-02-04,59,29,41,57,12,59,PM10,SEDANG,DKI1
2012-02-05,61,23,53,90,22,90,O3,SEDANG,DKI2
2012-02-06,61,26,34,70,13,70,O3,SEDANG,DKI2
2012-02-07,55,22,34,72,17,72,O3,SEDANG,DKI1
2012-02-08,78,13,29,72,14,78,PM10,SEDANG,DKI4
2012-02-09,50,12,37,78,13,78,O3,SEDANG,DKI1
2012-02-10,49,13,25,112,13,112,O3,TIDAK SEHAT,DKI2
2012-02-11,64,17,46,134,13,134,O3,TIDAK SEHAT,DKI2
2012-02-12,40,11,20,91,12,91,O3,SEDANG,DKI2
2012-02-13,40,11,37,171,24,171,O3,TIDAK SEHAT,DKI2
2012-02-14,80,17,53,100,24,100,O3,SEDANG,DKI2
2012-02-15,60,16,42,157,23,157,O3,TIDAK SEHAT,DKI2
2012-02-16,84,16,34,93,25,93,O3,SEDANG,DKI2
2012-02-17,123,44,41,154,26,154,O3,TIDAK SEHAT,DKI2
2012-02-18,57,24,28,100,17,100,O3,SEDANG,DKI3
2012-02-19,62,24,28,123,17,123,O3,TIDAK SEHAT,DKI3
2012-02-20,59,52,36,83,25,83,O3,SEDANG,DKI4
2012-02-21,68,41,47,175,22,175,O3,TIDAK SEHAT,DKI2
2012-02-22,66,31,39,168,13,168,O3,TIDAK SEHAT,DKI3
2012-02-23,61,23,31,147,13,147,O3,TIDAK SEHAT,DKI2
2012-02-24,73,26,32,151,19,151,O3,TIDAK SEHAT,DKI2
2012-02-25,66,26,51,160,19,160,O3,TIDAK SEHAT,DKI2
2012-02-26,60,18,22,162,15,162,O3,TIDAK SEHAT,DKI2
2012-02-27,50,33,45,114,16,114,O3,TIDAK SEHAT,DKI2
2012-02-28,77,53,48,232,22,232,O3,SANGAT TIDAK SEHAT,DKI2
2012-02-29,81,51,39,170,18,170,O3,TIDAK SEHAT,DKI2
2012-03-01,73,56,51,137,15,137,O3,TIDAK SEHAT,DKI2
2012-03-02,56,38,38,136,16,136,O3,TIDAK SEHAT,DKI2
2012-03-03,56,25,51,76,17,76,O3,SEDANG,DKI1
2012-03-04,47,20,21,94,6,94,O3,SEDANG,DKI2
2012-03-05,52,25,30,140,13,140,O3,TIDAK SEHAT,DKI2
2012-03-06,47,51,37,90,14,90,O3,SEDANG,DKI4
2012-03-07,74,36,30,99,18,99,O3,SEDANG,DKI2
2012-03-08,36,14,29,95,13,95,O3,SEDANG,DKI2
2012-03-09,38,13,27,88,12,88,O3,SEDANG,DKI2
2012-03-10,50,14,41,115,17,115,O3,TIDAK SEHAT,DKI2
2012-03-11,43,12,23,100,17,100,O3,SEDANG,DKI2
